ID;Gender;Inst_HUN;Pr_area_ENG;Pr_HUN;Pr_ENG_bachelor;Grad_level;FEOR4;FEOR3;ISCO1;ISCO3;ISCO1_ENG;ISCO3_ENG;Req_HEd;NUTS_region;Weekly_hrs;Mountly_wage_HUF
7288;F;Kodolányi János Fõiskola;Teacher training;angol nyelv és irodalom;NA;P;4112;411;4;411;Clerical support workers;General office clerks;0;HU212;40;123000
7289;M;Óbudai Egyetem;Engineering Science;villamosmérnöki;Electric engineer;B;1312;131;1;132;Managers;"Manufacturing; mining; construction; and distribution managers";1;not NUTS important taxpayer;40;414000
7290;F;Zsigmond Király Fõiskola;Economic Science;emberi erõforrások;Human resources;B;4134;413;4;441;Clerical support workers;Other clerical support workers;0;not NUTS important taxpayer;40;482910
7291;F;Szegedi Tudományegyetem;Sport Science;egészségtantanár;NA;F;2492;249;2;235;Professionals;Other teaching professionals;1;HU101;15;42000
7292;M;Budapesti Gazdasági Fõiskola;Economic Science;vállalkozásszervezõ;NA;F;3614;361;3;331;Technicians and associate professionals;Financial and mathematical associate professionals;1;not NUTS important taxpayer;40;301685
7293;F;Általános Vállalkozási Fõiskola;Economic Science;gazdálkodási és menedzsment;Business management;B;3520;352;3;333;Technicians and associate professionals;Business services agents;1;not NUTS important taxpayer;40;258550
7294;F;Nyíregyházi Fõiskola;Sport Science;testnevelõ tanár;NA;F;5133;513;5;513;"Clerical support workers; service and sales workers";Waiters and bartenders;0;HU232;20;75131
7295;F;Eötvös Loránd Tudományegyetem;Economic Science;nemzetközi tanulmányok;NA;E;4134;413;4;441;Clerical support workers;Other clerical support workers;0;not NUTS important taxpayer;40;332603
7296;M;Szent István Egyetem;Engineering Science;építõmérnöki;Civil engineering;B;3623;362;3;332;Technicians and associate professionals;Sales and purchasing agents and brokers;1;HU233;40;303735
7297;F;Szegedi Tudományegyetem;Teacher Training;gyógypedagógia;Special education;B;2441;244;2;235;Professionals;Other teaching professionals;1;HU322;40;115600
7298;F;Szegedi Tudományegyetem;Hospitality and tourism;idegenforgalmi szakmenedzser;NA;A;4223;422;4;422;Clerical support workers;Client information workers;0;HU101;40;192789
7299;F;Pannon Egyetem;Engineering Science;vegyészmérnöki;NA;E;8219;821;8;821;Skilled manual workers;Assemblers;0;HU213;40;146139
7300;M;Széchenyi István Egyetem;Engineering Science;építõmérnöki;NA;E;2137;213;2;214;Professionals;Engineering professionals (excluding electrotechnology);1;HU101;40;346500
7301;M;Nyíregyházi Fõiskola;Teacher training;tanári;NA;M;1416;141;1;122;Managers;"Sales; marketing and development managers";1;HU323;0;180000
7302;F;Eszterházy Károly Fõiskola;Social Science;szociálpedagógia;Social pedagogy;B;2629;262;2;263;Professionals;Social and religious professionals;1;HU101;40;169900
7303;F;Eötvös Loránd Tudományegyetem;Sport Science;rekreáció;NA;P;5117;511;5;523;"Clerical support workers; service and sales workers";Cashiers and ticket clerks;0;not NUTS important taxpayer;40;162362
7304;F;Nyugat-Magyarországi Egyetem;Arts and Humanities;andragógia;Andragogy;B;3410;341;5;531;"Clerical support workers; service and sales workers";Child care workers and teachers' aides;1;HU212;40;21217
7305;M;Pázmány Péter Katolikus Egyetem;Law;jogász;NA;E;4112;411;4;411;Clerical support workers;General office clerks;0;HU101;40;200000
7306;M;Széchenyi István Egyetem;Engineering Science;gépészmérnöki;Mechanical Engineer;B;2118;211;2;214;Professionals;Engineering professionals (excluding electrotechnology);1;HU222;40;335000
7307;M;Eötvös Loránd Tudományegyetem;Natural sciences;biológiatanári;NA;E;2137;213;2;214;Professionals;Engineering professionals (excluding electrotechnology);1;not NUTS important taxpayer;40;550953
7308;F;Szegedi Tudományegyetem;Social Science;informatikus könyvtáros;Library and information;B;5113;511;5;522;"Clerical support workers; service and sales workers";Shop salespersons;0;HU333;40;110000
7309;F;Széchenyi István Egyetem;Management;jogi asszisztens;NA;A;4190;419;4;441;Clerical support workers;Other clerical support workers;0;HU212;40;108000
7310;F;Budapesti Gazdasági Fõiskola;Economic Science;vendéglátó és szálloda;NA;F;5132;513;5;513;"Clerical support workers; service and sales workers";Waiters and bartenders;0;HU222;10;27000
7311;F;Nyíregyházi Fõiskola;Teacher training;tanári;NA;M;3135;313;3;311;Technicians and associate professionals;Physical and engineering science technicians;1;HU323;40;239786
7312;M;Szent István Egyetem;Economic Science;humán erõforrás menedzser;NA;F;3910;391;3;333;Technicians and associate professionals;Business services agents;1;HU101;40;139140
7313;F;Debreceni Egyetem;Arts and Humanities;német nyelv és irodalom;NA;E;3624;362;3;332;Technicians and associate professionals;Sales and purchasing agents and brokers;1;HU321;40;108000
7314;F;Szegedi Tudományegyetem;Social Science;szociológia;Sociology;B;3624;362;3;332;Technicians and associate professionals;Sales and purchasing agents and brokers;1;HU211;10;24570
7315;M;Budapesti Mûszaki és Gazdaságtudományi Egyetem;Economic Science;Master of Business Administration (MBA);NA;M;2910;291;2;261;Professionals;Legal professionals;1;not NUTS important taxpayer;40;844917
7316;F;Eszterházy Károly Fõiskola;Economic Science;gazdálkodási és menedzsment;Business management;B;5112;511;5;522;"Clerical support workers; service and sales workers";Shop salespersons;0;HU312;0;0
7317;M;Szolnoki Fõiskola;Economic Science;kereskedelem és marketing;Commerce and marketing;B;3622;362;3;332;Technicians and associate professionals;Sales and purchasing agents and brokers;1;HU101;40;359265
7318;M;Óbudai Egyetem;Engineering Science;villamosmérnöki;Electric engineer;B;3190;319;3;311;Technicians and associate professionals;Physical and engineering science technicians;1;HU101;40;200000
7319;M;Nyíregyházi Fõiskola;Social Science;szociálpedagógus;NA;P;2492;249;2;235;Professionals;Other teaching professionals;1;HU102;5;1761
7320;M;Miskolci Egyetem;Engineering Science;anyagmérnöki;NA;E;7323;732;7;722;"Skilled agricultural; forestry and fishery workers; craft and related trades workers";"Blacksmiths; toolmakers and related trades workers";0;HU311;40;0
7321;F;Eszterházy Károly Fõiskola;Natural sciences;biológia;Biology;B;3115;311;3;311;Technicians and associate professionals;Physical and engineering science technicians;1;HU101;40;173100
7322;M;Budapesti Mûszaki és Gazdaságtudományi Egyetem;Informatics;mûszaki informatikai;NA;E;2142;214;2;251;Professionals;Software and applications developers and analysts;1;not NUTS important taxpayer;40;330000
7323;M;Eötvös Loránd Tudományegyetem;Arts and Humanities;történelem;NA;E;4136;413;4;441;Clerical support workers;Other clerical support workers;0;HU101;40;160000
7324;F;Szent István Egyetem;Economic Science;emberi erõforrások;Human resources;B;2523;252;2;242;Professionals;Administration professionals;1;HU102;40;286738
7325;F;Debreceni Egyetem;Health Science;ápolás és betegellátás;Nursing and Patient Care;B;3311;331;3;322;Technicians and associate professionals;Nurses and midwives;1;HU323;40;250091
7326;F;Szent István Egyetem;Arts and Humanities;andragógia;Andragogy;B;1210;121;1;112;Managers;Managing directors and chief executives;1;HU101;40;161000
7327;M;Szegedi Tudományegyetem;Sport Science;testnevelõ-edzõ;Sports Coaching;B;5299;529;5;516;"Clerical support workers; service and sales workers";Other personal services workers;0;HU333;40;120991
7328;F;Nyugat-Magyarországi Egyetem;Agricultural Science;erdõmérnöki;Forestry engineer;B;2132;213;2;213;Professionals;Life Science Professionals;1;HU213;40;300000
7329;F;Debreceni Egyetem;Economic Science;gazdálkodási;NA;E;3190;319;3;311;Technicians and associate professionals;Physical and engineering science technicians;1;HU321;40;189500
7330;F;Nyugat-Magyarországi Egyetem;Social Science;szociálpedagógus;NA;F;3513;351;3;341;Technicians and associate professionals;"Legal; social and religious associate professionals";1;HU101;40;156500
7331;M;Szegedi Tudományegyetem;Health Science;ápolás és betegellátás;Nursing and Patient Care;B;2224;222;2;226;Professionals;Other health professionals;1;HU333;36;134300
7332;M;Általános Vállalkozási Fõiskola;Social Science;nemzetközi tanulmányok;International Studies;B;2614;261;2;261;Professionals;Legal professionals;1;HU101;40;360000
7333;F;Szegedi Tudományegyetem;Teacher training;tanári;NA;M;2410;241;2;231;Professionals;University and higher education teachers;1;HU333;40;238500
7334;M;Óbudai Egyetem;Economic Science;mûszaki menedzser;NA;F;2143;214;2;251;Professionals;Software and applications developers and analysts;1;HU101;40;150000
7335;M;Budapesti Mûszaki és Gazdaságtudományi Egyetem;Informatics;mûszaki informatikai;NA;E;2141;214;2;251;Professionals;Software and applications developers and analysts;1;HU101;40;242792
7336;F;Edutus Fõiskola;Economic Science;gazdálkodási;NA;F;3639;363;3;333;Technicians and associate professionals;Business services agents;1;HU102;40;108000
7337;F;Szegedi Tudományegyetem;Arts and Humanities;pszichológia;NA;E;2628;262;2;263;Professionals;Social and religious professionals;1;HU102;40;180300
7338;M;Szegedi Tudományegyetem;Natural sciences;matematika;Mathematics;B;5113;511;5;522;"Clerical support workers; service and sales workers";Shop salespersons;0;HU211;0;108000
7339;M;Debreceni Egyetem;Teacher training;tanári;NA;M;2421;242;2;233;Professionals;Secondary education teachers;1;HU332;40;181387
7340;M;Óbudai Egyetem;Engineering Science;mechatronikai mérnöki;Mechatronic engineering;B;2121;212;2;215;Professionals;Electrotechnology engineers;1;HU101;40;251380
7341;F;Kodolányi János Fõiskola;Economic Science;turizmus-vendéglátás;Tourism ;B;4224;422;4;422;Clerical support workers;Client information workers;0;HU101;40;62219
7342;F;Budapesti Gazdasági Fõiskola;Economy;pénzügyi szakügyintézõ;NA;A;3611;361;3;331;Technicians and associate professionals;Financial and mathematical associate professionals;1;HU313;40;108000
7343;M;Széchenyi István Egyetem;Engineering Science;közlekedésmérnöki;Traffic engineering;B;3622;362;3;332;Technicians and associate professionals;Sales and purchasing agents and brokers;1;HU102;40;335000
7344;M;Szent István Egyetem;Engineering Science;gépészmérnöki;Mechanical Engineer;B;2139;213;2;214;Professionals;Engineering professionals (excluding electrotechnology);1;not NUTS important taxpayer;40;401442
7345;F;Kodolányi János Fõiskola;Arts and Humanities;mûvelõdésszervezõ;NA;P;4112;411;4;411;Clerical support workers;General office clerks;0;HU313;40;154000
7346;F;Budapesti Gazdasági Fõiskola;Hospitality and tourism;idegenforgalmi szakmenedzser;NA;A;5113;511;5;522;"Clerical support workers; service and sales workers";Shop salespersons;0;HU101;40;93000
7347;M;Szegedi Tudományegyetem;Natural sciences;fizika;Physics;B;2910;291;2;261;Professionals;Legal professionals;1;HU333;12;32261
7348;F;Széchenyi István Egyetem;Military sciences;nemzetközi igazgatási;International management;B;3612;361;3;331;Technicians and associate professionals;Financial and mathematical associate professionals;1;not NUTS important taxpayer;40;174793
7349;F;Kaposvári Egyetem;Agricultural Science;gazdasági és vidékfejlesztési agrármérnöki;Economic and Rural Development Agricultural Engineering;B;4227;422;4;421;Clerical support workers;"Tellers; money collectors and related clerks";0;not NUTS important taxpayer;35;147649
7350;M;Szent István Egyetem;Agricultural engineering;hulladékgazdálkodási technológus;NA;A;3639;363;3;333;Technicians and associate professionals;Business services agents;1;HU331;40;108000
7351;F;Szegedi Tudományegyetem;Economic Science;marketing;NA;M;3641;364;3;334;Technicians and associate professionals;Administrative and specialised secretaries;1;HU331;40;512500
7352;M;Budapesti Mûszaki és Gazdaságtudományi Egyetem;Economic Science;gazdálkodási;NA;E;2410;241;2;231;Professionals;University and higher education teachers;1;HU101;40;174900
7353;M;Budapesti Gazdasági Fõiskola;Economic Science;nemzetközi gazdálkodás;International Management;B;3639;363;3;333;Technicians and associate professionals;Business services agents;1;not NUTS important taxpayer;40;250000
7354;M;Budapesti Corvinus Egyetem;Economic Science;gazdálkodási;NA;E;2513;251;2;241;Professionals;Finance professionals;1;not NUTS important taxpayer;40;566378
7355;M;Dunaújvárosi Fõiskola;Teacher training;tanári;NA;M;2421;242;2;233;Professionals;Secondary education teachers;1;HU333;40;220656
7356;M;Általános Vállalkozási Fõiskola;Economic Science;közszolgálati;Public service;B;4121;412;4;431;Clerical support workers;Numerical and material recording clerks;0;HU101;40;176000
7357;F;Szegedi Tudományegyetem;Health Science;általános orvostudományi;NA;E;2211;221;2;221;Professionals;Medical doctors;1;HU333;40;306416
7358;F;Pázmány Péter Katolikus Egyetem;Arts and Humanities;történelem;NA;P;2624;262;2;263;Professionals;Social and religious professionals;1;not NUTS important taxpayer;40;284079
7359;M;Debreceni Egyetem;Economic Science;gazdálkodási;NA;E;1210;121;1;112;Managers;Managing directors and chief executives;1;HU322;30;66000
7360;M;Szegedi Tudományegyetem;Arts and Humanities;filozófia;NA;E;2421;242;2;233;Professionals;Secondary education teachers;1;HU233;40;181666
7361;F;Pázmány Péter Katolikus Egyetem;Social Science;kommunikáció és médiatudomány;Communication and Media Science;B;3631;363;3;333;Technicians and associate professionals;Business services agents;1;HU102;40;108000
7362;F;Kecskeméti Fõiskola;Agricultural Science;gazdasági és vidékfejlesztési agrármérnöki;Economic and Rural Development Agricultural Engineering;B;3622;362;3;332;Technicians and associate professionals;Sales and purchasing agents and brokers;1;not NUTS important taxpayer;40;158400
7363;F;Budapesti Mûszaki és Gazdaságtudományi Egyetem;Economic Science;nemzetközi gazdálkodás;International Management;B;4111;411;4;412;Clerical support workers;Secretaries (general);0;HU101;20;60000
7364;F;Eötvös József Fõiskola;Economic Science;gazdálkodási és menedzsment;Business management;B;4112;411;4;411;Clerical support workers;General office clerks;0;HU331;40;66957
7365;F;Szegedi Tudományegyetem;Economic Science;marketing;NA;M;2531;253;2;243;Professionals;"Sales; marketing and public relations professionals";1;not NUTS important taxpayer;40;444719
7366;F;Debreceni Egyetem;Arts and Humanities;angol nyelv és irodalom;NA;E;4229;422;4;422;Clerical support workers;Client information workers;0;HU101;40;140000
7367;M;Szent István Egyetem;Economic Science;vállalkozásszervezõ;NA;F;4190;419;4;441;Clerical support workers;Other clerical support workers;0;HU101;40;476000
7368;M;Nyugat-Magyarországi Egyetem;Economic Science;gazdálkodási;NA;E;4132;413;4;432;Clerical support workers;Material-recording and transport clerks;0;not NUTS important taxpayer;40;320798
7369;F;Kodolányi János Fõiskola;Hospitality and tourism;idegenforgalmi szakmenedzser;NA;A;9223;922;9;933;Manual workers;Transport and storage labourers;0;not NUTS important taxpayer;40;146900
7370;F;Szegedi Tudományegyetem;Law;munkaügyi és társadalombiztosítási igazgatási;Labour and Social Security Administration;B;5113;511;5;522;"Clerical support workers; service and sales workers";Shop salespersons;0;HU331;40;124200
7371;F;Nyíregyházi Fõiskola;Economy;számviteli szakügyintézõ;NA;A;4227;422;4;421;Clerical support workers;"Tellers; money collectors and related clerks";0;not NUTS important taxpayer;10;30658
7372;F;Pannon Egyetem;Economic Science;gazdálkodási és menedzsment;Business management;B;3623;362;3;332;Technicians and associate professionals;Sales and purchasing agents and brokers;1;HU211;40;260000
7373;F;Széchenyi István Egyetem;Economic Science;gazdálkodási és menedzsment;Business management;B;2139;213;2;214;Professionals;Engineering professionals (excluding electrotechnology);1;HU101;40;369895
7374;F;Budapesti Corvinus Egyetem;Military sciences;közigazgatási;NA;M;2910;291;2;261;Professionals;Legal professionals;1;HU313;40;344200
7375;F;Debreceni Egyetem;Natural sciences;földrajztanári;NA;E;2499;249;2;235;Professionals;Other teaching professionals;1;HU321;20;35000
7376;M;Óbudai Egyetem;Engineering Science;villamosmérnöki;Electric engineer;B;2122;212;2;215;Professionals;Electrotechnology engineers;1;HU101;40;191000
